word,part_of_speech,frequency,similarity,synonym,syn_frequency,syn_sim,author,age,book,year,sentence,modified,sentence_type
involuntary,adjective,2.19e-06,0.9898443809154179,2.29e-05,,0.8473068022007804,John Updike,28,"Rabbit, Run",1960,nervously shifts away from the involuntary vision of Janice's meal sizzling,nervously shifts away from the automatic vision of Janice's meal sizzling,Metaphor?
imagines,verb,1.35e-06,0.9944749738783216,8.71e-05,,0.879074087746484,John Updike,28,"Rabbit, Run",1960,think of something pleasant. He imagines himself about to shoot a,think of something pleasant. He imagined himself about to shoot a,Metaphor?
abyss,noun,2.51e-06,0.963028844932593,5.01e-05,,0.8486890804798182,John Updike,28,"Rabbit, Run",1960,"a cliff, there is an abyss he will fall into when","a cliff, there is an ocean he will fall into when",Metaphor?
helpless,adjective,4.9e-06,0.9815762192552776,4.57e-05,,0.8721518806390595,John Updike,28,"Rabbit, Run",1960,mouth stretched wide and his helpless breath hot. There must be,mouth stretched wide and his weak breath hot. There must be,Metaphor?
curled,verb,2.19e-06,0.9855790655097212,1.74e-05,,0.8104735179403203,John Updike,28,"Rabbit, Run",1960,"gutter, yellowish, the way it curled on stones and ran in","gutter, yellowish, the way it wound on stones and ran in",Metaphor?
diagonal,adjective,2.29e-06,0.9726933342114309,2.24e-05,,0.799538759926699,John Updike,28,"Rabbit, Run",1960,"on stones and ran in diagonal wrinkles, waving the pretty threads","on stones and ran in cant wrinkles, waving the pretty threads",Metaphor?
blot,verb,1.07e-06,0.98636948646568,2.54e-05,,0.8285519720681502,John Updike,28,"Rabbit, Run",1960,"declining daylight. He tries to blot out the sensation with Miriam,","declining daylight. He tries to stamp out the sensation with Miriam,",Metaphor?
thump,noun,9.33e-07,0.9872048634578371,2.09e-05,,0.8313882405591964,John Updike,28,"Rabbit, Run",1960,the scraping stop like the thump of a great heart in,the scraping stop like the bang of a great heart in,Metaphor?
accelerates,verb,9.33e-07,0.9914363521101589,1.12e-05,,0.8713840840667507,John Updike,28,"Rabbit, Run",1960,So dumb. Forgive me. He accelerates. The growing complexity of lights,So dumb. Forgive me. He speeds up. The growing complexity of lights,Metaphor?
poisoned,verb,3.8e-06,0.9917273482722887,1.2e-05,,0.9453378737732787,John Updike,28,"Rabbit, Run",1960,the world they live on poisoned water. He wants to go,the world they live on poisons water. He wants to go,Metaphor?
overshadow,verb,5.13e-07,0.9920163664916624,2.88e-05,,0.7991422911168498,John Updike,28,"Rabbit, Run",1960,sophomore and a virgin. Trees overshadow this narrower road. A barefoot,sophomore and a virgin. Trees cloud this narrower road. A barefoot,Metaphor?
narrower,adjective,1.95e-06,0.9943167098743895,1.12e-05,,0.8463931503028853,John Updike,28,"Rabbit, Run",1960,a virgin. Trees overshadow this narrower road. A barefoot Du Pont.,a virgin. Trees overshadow this slim road. A barefoot Du Pont.,Metaphor?
bitty,adjective,6.17e-07,0.9933658419084647,4.17e-05,,0.8312397987767854,John Updike,28,"Rabbit, Run",1960,"Du Pont. Brown legs probably, bitty birdy breasts. Beside a swimming","Du Pont. Brown legs probably, tiny birdy breasts. Beside a swimming",Metaphor?
frigid,adjective,9.55e-07,0.989556897663239,0.000105,,0.8988654084636952,John Updike,28,"Rabbit, Run",1960,still lots left. Rich girls frigid? Nymphomaniacs? Must vary. Just women,still lots left. Rich girls cold? Nymphomaniacs? Must vary. Just women,Metaphor?
luckier,adjective,4.47e-07,0.9733960161380918,0.000224,,0.8346520117904619,John Updike,28,"Rabbit, Run",1960,"descended from some old Indian-cheater luckier than the rest, inherit the","descended from some old Indian-cheater happier than the rest, inherit the",Metaphor?
drab,adjective,1.02e-06,0.9901203221474488,9.12e-05,,0.8033510701253327,John Updike,28,"Rabbit, Run",1960,"all the whiter there, on drab mattresses. That wonderful softness they","all the whiter there, on heavy mattresses. That wonderful softness they",Metaphor?
tame,adjective,3.63e-06,0.9902360602848164,4.9e-05,,0.815100167893181,John Updike,28,"Rabbit, Run",1960,"23 works west through little tame country towns, Coventryville, Elverson, Morgantown.","23 works west through little domestic country towns, Coventryville, Elverson, Morgantown.",Metaphor?
tavern,noun,3.55e-06,0.9810072258926007,8.71e-05,,0.8255803048167816,John Updike,28,"Rabbit, Run",1960,sides. In one town a tavern blazes and he stops at,sides. In one town a bar blazes and he stops at,Metaphor?
blazes,verb,6.03e-07,0.9922586655520523,1.07e-05,,0.9092475409194183,John Updike,28,"Rabbit, Run",1960,In one town a tavern blazes and he stops at a,In one town a tavern flames and he stops at a,Metaphor?
rods,noun,3.89e-06,0.9877008524148538,2.82e-05,,0.8263265028928162,John Updike,28,"Rabbit, Run",1960,"window, along with some fishing rods and a string of fielder's","window, along with some fishing bars and a string of fielder's",Metaphor?
fella,noun,3.09e-06,0.9968625832134517,5.75e-05,,0.8939764869292336,John Updike,28,"Rabbit, Run",1960,"three-ninety on the gas, young fella : the words are pronounced","three-ninety on the gas, young fellow : the words are pronounced",Metaphor?
disappears,verb,4.68e-06,0.9185327225786365,1.23e-05,,0.785177621672923,John Updike,28,"Rabbit, Run",1960,ones in his paw. He disappears into the hardware store; maybe,He flies into the hardware store; maybe ones in his paw.,Metaphor?
phoning,verb,6.46e-07,0.9950117153952622,9.12e-05,,0.8750803725208385,John Updike,28,"Rabbit, Run",1960,the hardware store; maybe he's phoning the state cops. He acts,the hardware store; maybe he's calling the state cops. He acts,Metaphor?
itches,verb,3.16e-07,0.9801976477587798,1.26e-05,,0.8097826670360553,John Updike,28,"Rabbit, Run",1960,but how could he? Rabbit itches to duck into the car,but how could he? Rabbit hungered to duck into the car,Metaphor?
dime,noun,4.57e-06,0.9768535044861593,2.25e-05,,0.8279497865945828,John Updike,28,"Rabbit, Run",1960,farmer comes back with the dime and no map. Harry cups,farmer comes back with the two cents and no map. Harry cups,Metaphor?
dime,noun,4.57e-06,0.9733870812420464,2.25e-05,,0.8279497865945828,John Updike,28,"Rabbit, Run",1960,cups his hand for the dime and the man pushes it,cups his hand for the two cents and the man pushes it,Metaphor?
bends,verb,2.19e-06,0.9668784759499379,2.09e-05,,0.8273786049991962,John Updike,28,"Rabbit, Run",1960,the open door window. He bends down and nearly sticks his,the open door window. He trends down and nearly sticks his,Metaphor?
tilting,verb,1.32e-06,0.989829099843196,2.09e-05,,0.7764930074909198,John Updike,28,"Rabbit, Run",1960,thin lips with a scar tilting toward his nose move thoughtfully.,thin lips with a scar listed toward his nose move thoughtfully.,Metaphor?
whiff,noun,1.66e-06,0.9956057807738433,3.09e-05,,0.8535829741841725,John Updike,28,"Rabbit, Run",1960,go there. Rabbit catches a whiff of whisky. He says in,go there. Rabbit catches a smell of whisky. He says in,Metaphor?
spectacles,noun,1.29e-06,0.9912817695044663,7.08e-05,,0.8386893289940123,John Updike,28,"Rabbit, Run",1960,think so. The lips and spectacles and black hairs poking out,think so. The lips and glasses and black hairs poking out,Metaphor?
poking,verb,2.57e-06,0.9951566937932517,1.04e-05,,0.8619914366170887,John Updike,28,"Rabbit, Run",1960,and spectacles and black hairs poking out of the man's tear-shaped,and spectacles and black hairs sticking out out of the man's tear-shaped,Metaphor?
airy,adjective,1.58e-06,0.9694458974157996,8.51e-05,,0.8047210063113125,John Updike,28,"Rabbit, Run",1960,all the way his good airy feeling inside is spoiled. That,all the way his good active feeling inside is spoiled. That,Metaphor?
sinister,adjective,3.98e-06,0.9831339817586746,1.55e-05,,0.8498066012086597,John Updike,28,"Rabbit, Run",1960,half-crocked makes the whole region sinister. Outside of Churchtown he passes,half-crocked makes the whole region threatening. Outside of Churchtown he passes,Metaphor?
glaring,adjective,2.04e-06,0.9847964805694929,3.16e-05,,0.8417353430244967,John Updike,28,"Rabbit, Run",1960,in this horse drawn shadow glaring like devils. The beard inside,in this horse drawn shadow burning like devils. The beard inside,Metaphor?
phony,adjective,2.24e-06,0.9969185039073919,4.47e-05,,0.8293274511653459,John Updike,28,"Rabbit, Run",1960,"keep clear of all this phony business, this twentieth-century vitamin racket,","keep clear of all this fake business, this twentieth-century vitamin racket,",Metaphor?
risking,verb,3.55e-06,0.9751861622751554,1.2e-05,,0.8309404286779615,John Updike,28,"Rabbit, Run",1960,"his head they stay devils, risking getting killed trotting along with","his head they stay devils, gamble getting killed trotting along with",Metaphor?
trotting,verb,7.94e-07,0.9859626580263662,0.00017,,0.8230771954326422,John Updike,28,"Rabbit, Run",1960,"stay devils, risking getting killed trotting along with one dim pink","stay devils, risking getting killed running along with one dim pink",Metaphor?
dim,adjective,4.17e-06,0.9975449434806941,1.2e-05,,0.8056869159790558,John Updike,28,"Rabbit, Run",1960,"killed trotting along with one dim pink reflector behind, hating Rabbit","killed trotting along with one pale pink reflector behind, hating Rabbit",Metaphor?
furry,adjective,3.63e-06,0.9879923921026477,3.09e-05,,0.8337803917336244,John Updike,28,"Rabbit, Run",1960,"his kind, with their big furry tail lights. Who they think","his kind, with their big rough tail lights. Who they think",Metaphor?
hoist,verb,1.32e-06,0.9816177762174136,3.16e-05,,0.8840788478747399,John Updike,28,"Rabbit, Run",1960,"the fields, wearing clothes, just hoist black skirts and there it","the fields, wearing clothes, just lifted black skirts and there it",Metaphor?
somber,adjective,1.12e-06,0.9841177320304706,1.51e-05,,0.8508269243145953,John Updike,28,"Rabbit, Run",1960,air. The farm country is somber at night. He is grateful,air. The farm country is dark at night. He is grateful,Metaphor?
dim,adjective,4.17e-06,0.9873790258980614,0.00011,,0.8501570136246862,John Updike,28,"Rabbit, Run",1960,of Lancaster merge with his dim beams. He stops at a,of Lancaster merge with his dark beams. He stops at a,Metaphor?
diner,noun,3.02e-06,0.9900535145222916,4.79e-05,,0.8693219468744022,John Updike,28,"Rabbit, Run",1960,beams. He stops at a diner whose clock says 8:04. He,beams. He stops at a restaurant whose clock says 8:04. He,Metaphor?
dainty,adjective,1.17e-06,0.9930106707310877,1.02e-05,,0.9067469299166686,John Updike,28,"Rabbit, Run",1960,keep going back to this dainty lettering on the map. He,keep going back to this delicate lettering on the map. He,Metaphor?
shimmer,noun,9.55e-07,0.9903724840741647,2.82e-05,,0.8180248615997443,John Updike,28,"Rabbit, Run",1960,"an impulse, amid the oil-filmed shimmer of this synthetic and desultory","an impulse, amid the oil-filmed flashes of this synthetic and desultory",Metaphor?
desultory,adjective,1.26e-07,0.9824778177863539,3.8e-05,,0.8170532257520642,John Updike,28,"Rabbit, Run",1960,"shimmer of this synthetic and desultory diner, to drive there. Little","shimmer of this synthetic and random diner, to drive there. Little",Metaphor?
diner,noun,3.02e-06,0.9906619243111956,4.79e-05,,0.8693219468744022,John Updike,28,"Rabbit, Run",1960,"of this synthetic and desultory diner, to drive there. Little plump","of this synthetic and desultory restaurant, to drive there. Little plump",Metaphor?
plump,adjective,1.55e-06,0.987350531929659,7.08e-05,,0.8353915860478083,John Updike,28,"Rabbit, Run",1960,"diner, to drive there. Little plump women, toy dogs in the","diner, to drive there. Little fat women, toy dogs in the",Metaphor?
bubbled,verb,3.47e-07,0.9783076382400995,1.26e-05,,0.8314384770554883,John Updike,28,"Rabbit, Run",1960,the crust is crisp and bubbled but the filling is watery,the crust is crisp and washed but the filling is watery,Metaphor?
fatter,adjective,1.15e-06,0.9855906281371242,2.88e-05,,0.8623758135297329,John Updike,28,"Rabbit, Run",1960,pleased. The hamburgers had been fatter and warmer than the ones,pleased. The hamburgers had been thick and warmer than the ones,Metaphor?
whereabouts,noun,3.47e-06,0.976690534124559,0.001,,0.8424331102681296,John Updike,28,"Rabbit, Run",1960,"Chinese Communists in Lhasa, the whereabouts of the Dalai Lama, spiritual","Chinese Communists in Lhasa, the where of the Dalai Lama, spiritual",Metaphor?
cleansing,verb,3.63e-06,0.9958148239208519,2.45e-05,,0.9423316018504667,John Updike,28,"Rabbit, Run",1960,"Formula Barbasol Presto-Lather, the daily cleansing action tends to prevent skin","Formula Barbasol Presto-Lather, the daily cleans action tends to prevent skin",Metaphor?
blemishes,noun,4.57e-07,0.9836502712318064,3.09e-05,,0.8302171260141831,John Updike,28,"Rabbit, Run",1960,"action tends to prevent skin blemishes and emulsifies something, Pink Shoe","action tends to prevent skin marks and emulsifies something, Pink Shoe",Metaphor?
taverns,noun,5.5e-07,0.9906905726684792,2.82e-05,,0.8144715408256283,John Updike,28,"Rabbit, Run",1960,and Calso signs and roadside taverns aping log cabins is unexpectedly,and Calso signs and roadside bars aping log cabins is unexpectedly,Metaphor?
cabins,noun,2.45e-06,0.991330754999131,1.55e-05,,0.8721692859877875,John Updike,28,"Rabbit, Run",1960,and roadside taverns aping log cabins is unexpectedly discouraging. The further,and roadside taverns aping log camps is unexpectedly discouraging. The further,Metaphor?
unfolds,verb,1.41e-06,0.9819388366021445,0.000103,,0.8416421104750396,John Updike,28,"Rabbit, Run",1960,wants is another map. He unfolds it standing by a Coke,wants is another map. He opens it standing by a Coke,Metaphor?
ragged,adjective,1.55e-06,0.9622750559205979,7.59e-05,,0.8376625293538712,John Updike,28,"Rabbit, Run",1960,on 137. There is a ragged curve then that this road,on 137. There is a broken curve then that this road,Metaphor?
gliding,verb,1.38e-06,0.9652921278649239,1.05e-05,,0.8391906611354442,John Updike,28,"Rabbit, Run",1960,"Red, too; he is really gliding and suddenly sees where he","Red, too; he is really flowing and suddenly sees where he",Metaphor?
dumping,verb,4.68e-06,0.9828049694613414,2.37e-05,,0.8774920944837743,John Updike,28,"Rabbit, Run",1960,it would be a chute dumping you into sweet low cotton,it would be a chute throwing away you into sweet low cotton,Metaphor?
attendant,noun,3.98e-06,0.9697315499698125,5.37e-05,,0.8507069663847571,John Updike,28,"Rabbit, Run",1960,"dollars for gas to the attendant, a young but tall colored","dollars for gas to the guard, a young but tall colored",Metaphor?
limber,adjective,2.82e-07,0.9908254024051248,1.35e-05,,0.8617734030996205,John Updike,28,"Rabbit, Run",1960,but tall colored boy whose limber lazy body slumping inside his,but tall colored boy whose flexible lazy body slumping inside his,Metaphor?
arcs,noun,1.82e-06,0.972816035693448,1.66e-05,,0.8125550893552159,John Updike,28,"Rabbit, Run",1960,vibrates in brown and purple arcs between the lights of the,vibrates in brown and purple winds between the lights of the,Metaphor?
sweeps,verb,2.19e-06,0.9865527900979835,1.38e-05,,0.7913772122623436,John Updike,28,"Rabbit, Run",1960,The thin red second hand sweeps the numbers calmly and makes,The thin red second hand flows the numbers calmly and makes,Metaphor?
fusty,adjective,4.57e-08,0.9884179693620437,0.000166,,0.7966441873475215,John Updike,28,"Rabbit, Run",1960,"the Ford and in that fusty hot interior starts to murmur,","the Ford and in that strong hot interior starts to murmur,",Metaphor?
intersections,noun,1.86e-06,0.9846215373360082,1.15e-05,,0.8746673346540759,John Updike,28,"Rabbit, Run",1960,"towns and fields, past false intersections with siren voices, keeping the","towns and fields, past false corners with siren voices, keeping the",Metaphor?
wilder,adjective,2.63e-06,0.9741030384990136,0.000129,,0.7988122259562606,John Updike,28,"Rabbit, Run",1960,going west. The land grows wilder. The road evades great lakes,going west. The land grows natural. The road evades great lakes,Metaphor?
evades,verb,2.63e-07,0.977656965877621,0.000137,,0.8699161961419271,John Updike,28,"Rabbit, Run",1960,land grows wilder. The road evades great lakes and tunnels through,land grows wilder. The road gets around great lakes and tunnels through,Metaphor?
freezes,verb,1.95e-06,0.9505694869524407,1.93e-05,,0.7732228295786878,John Updike,28,"Rabbit, Run",1960,music on the radio slowly freezes; the rock and roll for,music on the radio slowly holds patterns; the rock and roll for,Metaphor?
cools,verb,1.12e-06,0.9707613918002819,2.88e-05,,0.7897046929655573,John Updike,28,"Rabbit, Run",1960,rock and roll for kids cools into old standards and show,rock and roll for kids hip into old standards and show,Metaphor?
babysitters,noun,3.63e-07,0.9562474438707096,1.38e-05,,0.8410495156912862,John Updike,28,"Rabbit, Run",1960,married couples driving home to babysitters after a meal out and,married couples driving home to nurses after a meal out and,Metaphor?
melodies,noun,2.95e-06,0.9788429276713911,6.92e-05,,0.8720617027342448,John Updike,28,"Rabbit, Run",1960,and a movie. Then these melodies turn to ice as real,and a movie. Then these songs turn to ice as real,Metaphor?
vibes,noun,3.55e-06,0.987239421969985,0.00017,,0.8142484728141206,John Updike,28,"Rabbit, Run",1960,"music takes over, pianos and vibes erecting clusters in the high","music takes over, pianos and energies erecting clusters in the high",Metaphor?
erecting,verb,7.08e-07,0.9853593397918609,7.04e-05,,0.8637673214628863,John Updike,28,"Rabbit, Run",1960,"takes over, pianos and vibes erecting clusters in the high brittle","takes over, pianos and vibes putting up clusters in the high brittle",Metaphor?
clusters,noun,4.79e-06,0.9882096014041011,7.59e-05,,0.818045586189743,John Updike,28,"Rabbit, Run",1960,"over, pianos and vibes erecting clusters in the high brittle octaves","over, pianos and vibes erecting lots in the high brittle octaves",Metaphor?
brittle,adjective,1.91e-06,0.9865689916238273,0.000214,,0.8053217426748475,John Updike,28,"Rabbit, Run",1960,erecting clusters in the high brittle octaves and a clarinet wandering,erecting clusters in the high short octaves and a clarinet wandering,Metaphor?
loosely,adverb,4.17e-06,0.9929653550993413,1.02e-05,,0.8583852441141697,John Updike,28,"Rabbit, Run",1960,hair hanging like seaweed or loosely bound with gold barrettes like,hair hanging like seaweed or relaxed bound with gold barrettes like,Metaphor?
induces,verb,1.38e-06,0.9960591692142121,4.05e-05,,0.8723857072957238,John Updike,28,"Rabbit, Run",1960,"In the bush his entrance induces, the excessive courtesy the weary","In the bush his entrance brings on, the excessive courtesy the weary",Metaphor?
weary,adjective,4.07e-06,0.995779955600003,5.13e-05,,0.905101965258675,John Updike,28,"Rabbit, Run",1960,"induces, the excessive courtesy the weary woman behind the counter shows","induces, the excessive courtesy the tired woman behind the counter shows",Metaphor?
amplifies,verb,4.07e-07,0.9854289131892793,5.26e-05,,0.8335866337160904,John Updike,28,"Rabbit, Run",1960,behind the counter shows him amplifies his strangeness. He orders coffee,behind the counter shows him stepping up his strangeness. He orders coffee,Metaphor?
footsteps,noun,4.9e-06,0.9893035093286265,5.37e-05,,0.8933867073477915,John Updike,28,"Rabbit, Run",1960,"sharp air, he flinches when footsteps pound behind him. But it","sharp air, he flinches when steps pound behind him. But it",Metaphor?
leaping,verb,1.7e-06,0.9937168543469149,1.7e-05,,0.9504898934981377,John Updike,28,"Rabbit, Run",1960,their locked hands a starfish leaping through the dark. Their license,their locked hands a starfish jumped through the dark. Their license,Metaphor?
dips,verb,2e-06,0.9888517736122725,2.14e-05,,0.8516063080246112,John Updike,28,"Rabbit, Run",1960,the road the wooded land dips down so he can look,the road the wooded land drops down so he can look,Metaphor?
distastefully,adverb,1.78e-08,0.9853606072582319,2.88e-05,,0.8367825547477684,John Updike,28,"Rabbit, Run",1960,"He climbs into his Ford distastefully, but its stale air is","He climbs into his Ford awful, but its stale air is",Metaphor?
stale,adjective,2.69e-06,0.9859084543562929,0.000562,,0.8602531409608608,John Updike,28,"Rabbit, Run",1960,"his Ford distastefully, but its stale air is his only haven.","his Ford distastefully, but its old air is his only haven.",Metaphor?
diner,noun,3.02e-06,0.9834329255928828,4.79e-05,,0.8693219468744022,John Updike,28,"Rabbit, Run",1960,ever since he left that diner full of mermaids. So angry,ever since he left that restaurants full of mermaids. So angry,Metaphor?
squash,verb,4.27e-06,0.9940777514536981,1.48e-05,,0.845031854483709,John Updike,28,"Rabbit, Run",1960,"foot down as if to squash this snake of a road,","foot down as if to crush this snake of a road,",Metaphor?
embankments,noun,2.88e-07,0.9810778266797594,4.68e-05,,0.7857200680446508,John Updike,28,"Rabbit, Run",1960,"The same scruff on the embankments, the same weathered billboards for","The same scruff on the heads, the same weathered billboards for",Metaphor?
thicker,adjective,3.98e-06,0.9834685167233306,9.12e-05,,0.8037750028688904,John Updike,28,"Rabbit, Run",1960,net. Indeed the net seems thicker now. The animal in him,net. Indeed the net seems wider now. The animal in him,Metaphor?
swells,verb,1.23e-06,0.9806697413177321,2.88e-05,,0.8119139762299877,John Updike,28,"Rabbit, Run",1960,now. The animal in him swells its protest that he is,now. The animal in him increases its protest that he is,Metaphor?
resists,verb,1.32e-06,0.9902338369445536,1.55e-05,,0.8227591202825079,John Updike,28,"Rabbit, Run",1960,going west. His mind stubbornly resists. The only way to get,going west. His mind stubbornly fights. The only way to get,Metaphor?
shortcut,noun,2.24e-06,0.943309584603094,0.00045,,0.8284165218340588,John Updike,28,"Rabbit, Run",1960,"map. But it is a shortcut, he knows. He remembers that","map. But it is a getting around, he knows. He remembers that",Metaphor?
fouls,noun,1.41e-06,0.953381263157189,1.7e-05,,0.8374622725093633,John Updike,28,"Rabbit, Run",1960,he didn't want to shoot fouls underhand but that it turned,he didn't want to shoot trips underhand but that it turned,Metaphor?
underhand,adverb,3.09e-07,0.9693039061392865,8.32e-05,,0.8155839917484404,John Updike,28,"Rabbit, Run",1960,didn't want to shoot fouls underhand but that it turned out,didn't want to shoot fouls secretly but that it turned out,Metaphor?
climbs,verb,2.57e-06,0.976099763095741,1.17e-05,,0.8961100482899862,John Updike,28,"Rabbit, Run",1960,"stretch, and after that it climbs and narrows. Narrows not so","stretch, and after that it rises and narrows. Narrows not so",Metaphor?
scrabbling,verb,1.15e-07,0.9805904665074329,1.32e-05,,0.8439171423797046,John Updike,28,"Rabbit, Run",1960,his headlights pick up; the scrabbling shadows spider backward through the,his headlights pick up; the climbing shadows spider backward through the,Metaphor?
shaggiest,adjective,0.0,0.9700259050947164,3.09e-05,,0.8000105856110646,John Updike,28,"Rabbit, Run",1960,on Mt. Judge even the shaggiest most forgotten logging lane eventually,on Mt. Judge even the roughest most forgotten logging lane eventually,Metaphor?
sloped,verb,5.75e-07,0.9922293188277433,2.24e-05,,0.795330252334037,John Updike,28,"Rabbit, Run",1960,most forgotten logging lane eventually sloped to the valley. His ears,most forgotten logging lane eventually canted to the valley. His ears,Metaphor?
itch,verb,2.29e-06,0.9786102172633906,0.0011,,0.8229258344404392,John Updike,28,"Rabbit, Run",1960,to the valley. His ears itch; his height presses on them.,to the valley. His ears wanted; his height presses on them.,Metaphor?
presses,verb,3.31e-06,0.9929894397410443,2.12e-05,,0.7992373618861945,John Updike,28,"Rabbit, Run",1960,His ears itch; his height presses on them. The prayer's answer,His ears itch; his height bears down on them. The prayer's answer,Metaphor?
tilted,verb,2.14e-06,0.991590831984807,2.09e-05,,0.7630544263178698,John Updike,28,"Rabbit, Run",1960,at him with its beams tilted high. Rabbit slithers over into,at him with its beams listing high. Rabbit slithers over into,Metaphor?
faceless,adjective,9.55e-07,0.9618177220877481,1.74e-05,,0.8097998870920492,John Updike,28,"Rabbit, Run",1960,"over into the ditch and, faceless as death, the bright car","over into the ditch and, neutral as death, the bright car",Metaphor?
rips,verb,1.91e-06,0.9917024848280511,2.95e-05,,0.8264353284989662,John Updike,28,"Rabbit, Run",1960,"as death, the bright car rips by at a speed twice","as death, the bright car tears by at a speed twice",Metaphor?
meek,adjective,2.09e-06,0.9815493595438822,1.07e-05,,0.8776065518540437,John Updike,28,"Rabbit, Run",1960,"the good news makes him meek, the news that this road","the good news makes him modest, the news that this road",Metaphor?
overhung,verb,5.01e-08,0.9859204325915636,4.69e-05,,0.8393091625902707,John Updike,28,"Rabbit, Run",1960,angles a smooth broad highway overhung by the dark cloud of,angles a smooth broad highway stuck out by the dark cloud of,Metaphor?
